timestamp,rr,sr,cnt,mrt,tc
1614791580,100.0,100.0,10,26.4,ServiceTest1
1614791640,100.0,100.0,7,35.43,ServiceTest1
1614791700,100.0,100.0,6,206.33,ServiceTest1
1614791760,100.0,100,4,19,ServiceTest1
1614791820,100.0,100.0,3,285.33,ServiceTest1
1614791880,100.0,100.0,8,90.0,ServiceTest1
1614791940,100.0,100.0,4,19.5,ServiceTest1
1614792060,100.0,100.0,9,25.33,ServiceTest1
1614792120,100.0,100.0,9,57.67,ServiceTest1
1614792180,100.0,100.0,5,19.2,ServiceTest1
1614792240,100.0,100.0,4,24.0,ServiceTest1
1614792300,100.0,100,3,20,ServiceTest1
1614792360,100.0,100.0,7,22.14,ServiceTest1
1614792420,100.0,100.0,6,82.5,ServiceTest1
1614792480,100.0,100.0,10,56.1,ServiceTest1
1614792540,100.0,100.0,9,58.11,ServiceTest1
1614792600,100.0,100.0,4,23.0,ServiceTest1
1614792660,100.0,100.0,3,129.67,ServiceTest1
1614792720,100.0,100.0,5,20.8,ServiceTest1
1614792780,100.0,100.0,4,84.25,ServiceTest1
1614792840,100.0,100.0,3,20.67,ServiceTest1
1614792900,100.0,100,2,22,ServiceTest1
1614792960,100.0,100.0,9,29.33,ServiceTest1
1614793020,100.0,100.0,3,19.33,ServiceTest1
1614793080,100.0,100.0,11,57.55,ServiceTest1
1614793140,100.0,100.0,4,23.5,ServiceTest1
1614793260,100.0,100.0,3,118.67,ServiceTest1
1614793320,100.0,100.0,6,24.0,ServiceTest1
1614793380,100.0,100,5,106,ServiceTest1
1614793440,100.0,100.0,7,115.14,ServiceTest1
1614793500,100.0,100.0,5,22.6,ServiceTest1
1614793560,100.0,100.0,3,68.33,ServiceTest1
1614793680,100.0,100,3,22,ServiceTest1
1614793740,100.0,100.0,4,22.75,ServiceTest1
1614793980,100.0,100.0,3,21.0,ServiceTest1
1614794040,100.0,100,3,20,ServiceTest1
1614794460,100.0,100.0,3,24.0,ServiceTest1
1614794520,100.0,100.0,4,24.0,ServiceTest1
1614794580,100.0,100,3,21,ServiceTest1
1614794640,100.0,100.0,6,69.5,ServiceTest1
1614794700,100.0,100.0,3,24.0,ServiceTest1
1614794760,100.0,100,5,109,ServiceTest1
1614794820,100.0,100,4,22,ServiceTest1
1614795000,100.0,100.0,10,136.0,ServiceTest1
1614795060,100.0,100.0,10,51.4,ServiceTest1
1614795120,100.0,100.0,5,32.0,ServiceTest1
1614795180,100.0,100.0,4,110.25,ServiceTest1
1614795360,100.0,100.0,4,21.5,ServiceTest1
1614795420,100.0,100.0,6,68.33,ServiceTest1
1614795480,100.0,100.0,3,19.33,ServiceTest1
1614795540,100.0,100.0,3,21.67,ServiceTest1
1614795600,100.0,100.0,3,222.33,ServiceTest1
1614795660,100.0,100.0,3,73.67,ServiceTest1
1614795720,100.0,100.0,5,22.0,ServiceTest1
1614795780,100.0,100.0,3,270.67,ServiceTest1
1614795900,100.0,100.0,4,107.5,ServiceTest1
1614795960,100.0,100.0,4,132.5,ServiceTest1
1614796140,100.0,100.0,3,481.0,ServiceTest1
1614796200,100.0,100,2,178,ServiceTest1
1614796680,100.0,100.0,3,199.67,ServiceTest1
1614796740,100.0,100.0,3,26.33,ServiceTest1
1614796800,100.0,100,3,48,ServiceTest1
1614796860,100.0,100,4,23,ServiceTest1
1614796920,100.0,100.0,3,21.33,ServiceTest1
1614796980,100.0,100.0,4,21.25,ServiceTest1
1614797040,100.0,100.0,4,93.25,ServiceTest1
1614797100,100.0,100.0,3,80.0,ServiceTest1
1614797220,100.0,100,3,21,ServiceTest1
1614797280,100.0,100.0,4,21.0,ServiceTest1
1614797340,100.0,100.0,4,39.5,ServiceTest1
1614797400,100.0,100.0,3,21.33,ServiceTest1
1614797520,100.0,100.0,3,19.67,ServiceTest1
1614797580,100.0,100,2,22,ServiceTest1
1614797820,100.0,100.0,3,23.67,ServiceTest1
1614797880,100.0,100.0,2,22.0,ServiceTest1
1614798360,100.0,100.0,4,22.0,ServiceTest1
1614798420,100.0,100.0,6,25.0,ServiceTest1
1614798480,100.0,100.0,3,127.67,ServiceTest1
1614799560,100.0,100.0,3,21.0,ServiceTest1
1614799620,100.0,100.0,3,26.67,ServiceTest1
1614800340,100.0,100.0,4,22.0,ServiceTest1
1614800400,100.0,100.0,3,147.0,ServiceTest1
1614800760,100.0,100.0,3,143.0,ServiceTest1
1614800820,100.0,100.0,6,21.67,ServiceTest1
1614800880,100.0,100.0,3,90.0,ServiceTest1
1614801420,100.0,100.0,4,23.0,ServiceTest1
1614801480,100.0,100.0,3,25.33,ServiceTest1
1614801720,100.0,100.0,3,21.67,ServiceTest1
1614801780,100.0,100.0,3,45.0,ServiceTest1
1614802320,100.0,100.0,4,21.75,ServiceTest1
1614802380,100.0,100,4,20,ServiceTest1
1614802620,100.0,100.0,4,25.5,ServiceTest1
1614802680,100.0,100.0,3,135.0,ServiceTest1
1614803580,100.0,100.0,3,21.67,ServiceTest1
1614803640,100.0,100.0,3,21.33,ServiceTest1
1614803880,100.0,100.0,4,23.0,ServiceTest1
1614803940,100.0,100.0,3,21.33,ServiceTest1
1614804300,100.0,100.0,4,21.0,ServiceTest1
1614804360,100.0,100.0,4,21.75,ServiceTest1
1614804420,100.0,100.0,4,24.5,ServiceTest1
1614804480,100.0,100.0,3,22.0,ServiceTest1
1614804600,100.0,100.0,3,144.33,ServiceTest1
1614804660,100.0,100.0,3,25.67,ServiceTest1
1614804720,100.0,100.0,4,20.5,ServiceTest1
1614804780,100.0,100.0,2,289.5,ServiceTest1
1614804960,100.0,100.0,4,22.0,ServiceTest1
1614805020,100.0,100.0,3,36.67,ServiceTest1
1614805620,100.0,100.0,4,145.5,ServiceTest1
1614805680,100.0,100.0,3,273.33,ServiceTest1
1614806460,100.0,100.0,3,22.33,ServiceTest1
1614806520,100.0,100.0,4,26.5,ServiceTest1
1614807060,100.0,100.0,3,22.0,ServiceTest1
1614807120,100.0,100.0,4,113.0,ServiceTest1
1614807180,100.0,100.0,4,72.75,ServiceTest1
1614807240,100.0,100.0,3,20.33,ServiceTest1
1614807300,100.0,100.0,4,23.5,ServiceTest1
1614807360,100.0,100.0,3,22.67,ServiceTest1
1614807720,100.0,100,3,26,ServiceTest1
1614807780,100.0,100.0,5,49.0,ServiceTest1
1614807840,100.0,100.0,3,23.33,ServiceTest1
1614808020,100.0,100.0,3,73.67,ServiceTest1
1614808080,100.0,100,4,22,ServiceTest1
1614808320,100.0,100.0,3,21.67,ServiceTest1
1614808380,100.0,100.0,3,122.0,ServiceTest1
1614808740,100.0,100.0,3,110.0,ServiceTest1
1614808800,100.0,100.0,6,23.0,ServiceTest1
1614808860,100.0,100.0,3,22.67,ServiceTest1
1614808920,100.0,100.0,4,27.0,ServiceTest1
1614808980,100.0,100.0,2,173.5,ServiceTest1
1614809160,100.0,100.0,4,21.5,ServiceTest1
1614809220,100.0,100.0,4,535.0,ServiceTest1
1614809340,100.0,100,4,1067,ServiceTest1
1614809400,100.0,100,2,24,ServiceTest1
1614809460,100.0,100.0,3,21.67,ServiceTest1
1614809520,100.0,100.0,3,1051.33,ServiceTest1
1614809640,100.0,100.0,2,24.0,ServiceTest1
1614809700,100.0,100.0,3,35.0,ServiceTest1
1614809760,100.0,100.0,3,20.33,ServiceTest1
1614809820,100.0,100.0,7,59.57,ServiceTest1
1614809880,100.0,100.0,4,69.25,ServiceTest1
1614809940,100.0,100.0,3,19.33,ServiceTest1
1614810000,100.0,100.0,18,69.0,ServiceTest1
1614810060,100.0,100.0,4,77.0,ServiceTest1
1614810180,100.0,100.0,2,20.5,ServiceTest1
1614810240,100.0,100.0,10,20.8,ServiceTest1
1614810300,100.0,100.0,8,23.5,ServiceTest1
1614810360,100.0,100.0,10,45.5,ServiceTest1
1614810420,100.0,100.0,14,43.43,ServiceTest1
1614810480,100.0,100.0,13,25.92,ServiceTest1
1614810540,100.0,100.0,8,70.75,ServiceTest1
1614810600,100.0,100.0,7,20.71,ServiceTest1
1614810660,100.0,100.0,7,64.86,ServiceTest1
1614810720,100.0,100.0,3,21.0,ServiceTest1
1614810780,100.0,100,3,19,ServiceTest1
1614810840,100.0,100.0,3,148.33,ServiceTest1
1614811020,100.0,100.0,9,44.33,ServiceTest1
1614811080,100.0,100.0,4,20.0,ServiceTest1
1614811140,100.0,100.0,9,61.56,ServiceTest1
1614811200,100.0,100.0,12,110.17,ServiceTest1
1614811260,100.0,100.0,4,138.5,ServiceTest1
1614811320,100.0,100.0,5,20.8,ServiceTest1
1614811380,100.0,100.0,20,48.1,ServiceTest1
1614811440,100.0,100.0,15,45.6,ServiceTest1
1614811500,100.0,100.0,5,78.8,ServiceTest1
1614811560,100.0,100.0,10,22.8,ServiceTest1
1614811620,100.0,100.0,11,23.55,ServiceTest1
1614811680,100.0,100,4,42,ServiceTest1
1614811740,100.0,100.0,3,19.0,ServiceTest1
1614811800,100.0,100.0,6,23.5,ServiceTest1
1614811860,100.0,100.0,6,22.0,ServiceTest1
1614811920,100.0,100.0,4,268.0,ServiceTest1
1614811980,100.0,100.0,9,68.22,ServiceTest1
1614812040,100.0,100.0,10,24.0,ServiceTest1
1614812100,100.0,100.0,9,61.67,ServiceTest1
1614812160,100.0,100.0,6,77.33,ServiceTest1
1614812220,100.0,100.0,6,56.67,ServiceTest1
1614812280,100.0,100.0,5,42.0,ServiceTest1
1614812340,100.0,100.0,7,84.57,ServiceTest1
1614812400,100.0,100.0,10,57.7,ServiceTest1
1614812460,100.0,100.0,8,22.12,ServiceTest1
1614812520,100.0,100.0,6,113.0,ServiceTest1
1614812580,100.0,100.0,5,77.6,ServiceTest1
1614812640,100.0,100.0,5,22.6,ServiceTest1
1614812700,100.0,100.0,6,22.67,ServiceTest1
1614812760,100.0,100.0,6,30.0,ServiceTest1
1614812820,100.0,100.0,10,83.2,ServiceTest1
1614812880,100.0,100.0,15,21.6,ServiceTest1
1614812940,100.0,100.0,17,92.06,ServiceTest1
1614813000,100.0,100.0,11,22.36,ServiceTest1
1614813060,100.0,100.0,4,21.0,ServiceTest1
1614813120,100.0,100.0,9,19.33,ServiceTest1
1614813180,100.0,100.0,4,40.5,ServiceTest1
1614813240,100.0,100.0,4,24.25,ServiceTest1
1614813300,100.0,100.0,12,161.42,ServiceTest1
1614813360,100.0,100,3,22,ServiceTest1
1614813480,100.0,100.0,3,79.0,ServiceTest1
1614813540,100.0,100.0,7,175.43,ServiceTest1
1614813600,100.0,100.0,9,21.0,ServiceTest1
1614813660,100.0,100.0,9,161.89,ServiceTest1
1614813720,100.0,100.0,6,20.5,ServiceTest1
1614813780,100.0,100.0,6,21.67,ServiceTest1
1614813840,100.0,100.0,9,21.89,ServiceTest1
1614813900,100.0,100.0,10,56.5,ServiceTest1
1614813960,100.0,100.0,9,60.67,ServiceTest1
1614814020,100.0,100,3,131,ServiceTest1
1614814080,100.0,100,3,32,ServiceTest1
1614814140,100.0,100.0,9,26.0,ServiceTest1
1614814200,100.0,100.0,12,72.0,ServiceTest1
1614814260,100.0,100.0,9,87.33,ServiceTest1
1614814320,100.0,100.0,16,49.38,ServiceTest1
1614814380,100.0,100.0,16,38.0,ServiceTest1
1614814440,100.0,100.0,11,47.18,ServiceTest1
1614814500,100.0,100.0,11,62.64,ServiceTest1
1614814560,100.0,100.0,10,21.5,ServiceTest1
1614814620,100.0,100.0,8,74.5,ServiceTest1
1614814680,100.0,100.0,6,72.5,ServiceTest1
1614814740,100.0,100.0,3,122.0,ServiceTest1
1614814800,100.0,100,3,19,ServiceTest1
1614814860,100.0,100.0,6,164.5,ServiceTest1
1614814920,100.0,100.0,10,58.8,ServiceTest1
1614814980,100.0,100.0,13,56.69,ServiceTest1
1614815040,100.0,100.0,10,21.0,ServiceTest1
1614815100,100.0,100.0,6,42.0,ServiceTest1
1614815160,100.0,100.0,7,21.29,ServiceTest1
1614815220,100.0,100,3,24,ServiceTest1
1614815280,100.0,100.0,11,50.09,ServiceTest1
1614815340,100.0,100.0,19,54.47,ServiceTest1
1614815400,100.0,100.0,10,25.6,ServiceTest1
1614815460,100.0,100,6,21,ServiceTest1
1614815520,100.0,100.0,10,35.8,ServiceTest1
1614815580,100.0,100.0,16,225.0,ServiceTest1
1614815640,84.21,100.0,19,5358.94,ServiceTest1
1614815700,100.0,100.0,2,20.5,ServiceTest1
1614815760,75.0,100.0,4,11859.0,ServiceTest1
1614815820,100.0,100.0,10,110.6,ServiceTest1
1614815880,100.0,100.0,9,22.11,ServiceTest1
1614815940,100.0,100.0,11,20.73,ServiceTest1
1614816000,100.0,100.0,20,54.1,ServiceTest1
1614816060,100.0,100.0,24,67.25,ServiceTest1
1614816120,100.0,100.0,10,156.6,ServiceTest1
1614816180,100.0,100.0,16,116.25,ServiceTest1
1614816240,100.0,100.0,35,107.77,ServiceTest1
1614816300,100.0,100.0,29,48.79,ServiceTest1
1614816360,100.0,100.0,14,37.14,ServiceTest1
1614816420,100.0,100.0,23,89.09,ServiceTest1
1614816480,100.0,100.0,21,33.38,ServiceTest1
1614816540,100.0,100.0,8,340.62,ServiceTest1
1614816600,100.0,100.0,5,207.6,ServiceTest1
1614816660,100.0,100.0,6,170.67,ServiceTest1
1614816720,100.0,100.0,15,147.73,ServiceTest1
1614816780,100.0,100.0,19,74.53,ServiceTest1
1614816840,100.0,100.0,15,52.33,ServiceTest1
1614816900,100.0,100.0,14,58.14,ServiceTest1
1614816960,100.0,100.0,5,111.8,ServiceTest1
1614817020,100.0,100.0,4,423.75,ServiceTest1
1614817080,100.0,100.0,21,59.86,ServiceTest1
1614817140,100.0,100.0,43,85.4,ServiceTest1
1614817200,100.0,100.0,28,89.0,ServiceTest1
1614817260,100.0,100.0,34,97.06,ServiceTest1
1614817320,100.0,100.0,30,53.2,ServiceTest1
1614817380,100.0,100.0,11,134.91,ServiceTest1
1614817440,100.0,100.0,10,140.8,ServiceTest1
1614817500,100.0,100.0,28,120.32,ServiceTest1
1614817560,100.0,100.0,21,73.24,ServiceTest1
1614817620,100.0,100.0,31,53.61,ServiceTest1
1614817680,100.0,100.0,28,22.32,ServiceTest1
1614817740,100.0,100.0,23,127.09,ServiceTest1
1614817800,100.0,100.0,29,52.34,ServiceTest1
1614817860,100.0,100.0,29,99.9,ServiceTest1
1614817920,100.0,100.0,21,94.19,ServiceTest1
1614817980,100.0,100.0,17,147.59,ServiceTest1
1614818040,100.0,100.0,31,32.13,ServiceTest1
1614818100,100.0,100.0,20,171.0,ServiceTest1
1614818160,100.0,100.0,19,150.47,ServiceTest1
1614818220,100.0,100.0,39,89.54,ServiceTest1
1614818280,100.0,100.0,40,200.0,ServiceTest1
1614818340,100.0,100.0,43,119.14,ServiceTest1
1614818400,100.0,100.0,29,137.72,ServiceTest1
1614818460,100.0,100.0,45,109.78,ServiceTest1
1614818520,100.0,100.0,39,157.77,ServiceTest1
1614818580,100.0,100.0,9,112.89,ServiceTest1
1614818640,100.0,100.0,30,142.83,ServiceTest1
1614818700,100.0,100.0,81,121.44,ServiceTest1
1614818760,100.0,100.0,64,149.94,ServiceTest1
1614818820,100.0,100.0,47,106.81,ServiceTest1
1614818880,100.0,100.0,47,127.49,ServiceTest1
1614818940,100.0,100.0,30,179.83,ServiceTest1
1614819000,100.0,100.0,34,82.79,ServiceTest1
1614819060,100.0,100.0,36,202.22,ServiceTest1
1614819120,100.0,100.0,44,210.64,ServiceTest1
1614819180,100.0,100.0,76,77.92,ServiceTest1
1614819240,100.0,100.0,69,138.25,ServiceTest1
1614819300,100.0,100.0,48,124.15,ServiceTest1
1614819360,100.0,100.0,59,120.22,ServiceTest1
1614819420,100.0,100.0,42,67.55,ServiceTest1
1614819480,100.0,100.0,67,240.99,ServiceTest1
1614819540,100.0,100.0,43,114.05,ServiceTest1
1614819600,100.0,100.0,19,20.58,ServiceTest1
1614819660,100.0,100.0,31,100.87,ServiceTest1
1614819720,100.0,100.0,67,128.28,ServiceTest1
1614819780,100.0,100.0,29,248.34,ServiceTest1
1614819840,100.0,100.0,75,98.25,ServiceTest1
1614819900,100.0,100.0,75,225.92,ServiceTest1
1614819960,100.0,100.0,96,154.0,ServiceTest1
1614820020,100.0,100.0,90,117.73,ServiceTest1
1614820080,100.0,100.0,92,211.13,ServiceTest1
1614820140,100.0,100.0,119,214.28,ServiceTest1
1614820200,100.0,100.0,81,120.43,ServiceTest1
1614820260,100.0,100.0,63,189.33,ServiceTest1
1614820320,100.0,100.0,103,221.04,ServiceTest1
1614820380,100.0,100.0,48,200.0,ServiceTest1
1614820440,100.0,100.0,106,244.53,ServiceTest1
1614820500,100.0,100.0,103,200.9,ServiceTest1
1614820560,100.0,100.0,55,256.36,ServiceTest1
1614820620,100.0,100.0,87,215.92,ServiceTest1
1614820680,100.0,100.0,48,216.67,ServiceTest1
1614820740,100.0,100.0,45,127.62,ServiceTest1
1614820800,100.0,100.0,65,184.74,ServiceTest1
1614820860,100.0,100.0,169,166.53,ServiceTest1
1614820920,100.0,100.0,72,202.92,ServiceTest1
1614820980,100.0,100.0,76,221.36,ServiceTest1
1614821040,100.0,100.0,227,188.41,ServiceTest1
1614821100,100.0,100.0,136,202.66,ServiceTest1
1614821160,100.0,100.0,129,237.25,ServiceTest1
1614821220,100.0,100.0,137,224.44,ServiceTest1
1614821280,100.0,100.0,29,202.1,ServiceTest1
1614821340,100.0,100.0,9,280.33,ServiceTest1
1614821400,100.0,100.0,15,126.07,ServiceTest1
1614821460,100.0,100.0,26,116.85,ServiceTest1
1614821520,100.0,100.0,77,157.05,ServiceTest1
1614821580,100.0,100.0,112,196.12,ServiceTest1
1614821640,100.0,100.0,165,262.6,ServiceTest1
1614821700,100.0,100.0,144,249.79,ServiceTest1
1614821760,100.0,100.0,82,290.0,ServiceTest1
1614821820,100.0,100.0,55,237.25,ServiceTest1
1614821880,100.0,100.0,115,219.61,ServiceTest1
1614821940,100.0,100.0,45,200.0,ServiceTest1
1614822000,100.0,100.0,99,158.55,ServiceTest1
1614822060,100.0,100.0,72,327.75,ServiceTest1
1614822120,100.0,100.0,160,284.71,ServiceTest1
1614822180,100.0,100.0,167,262.02,ServiceTest1
1614822240,100.0,100.0,44,168.05,ServiceTest1
1614822300,100.0,100.0,14,258.43,ServiceTest1
1614822360,100.0,100.0,42,303.38,ServiceTest1
1614822420,100.0,100.0,108,285.05,ServiceTest1
1614822480,100.0,100.0,107,391.79,ServiceTest1
1614822540,100.0,100.0,245,255.67,ServiceTest1
1614822600,100.0,100.0,242,169.01,ServiceTest1
1614822660,100.0,100.0,157,214.08,ServiceTest1
1614822720,100.0,100.0,51,326.98,ServiceTest1
1614822780,100.0,100.0,38,331.79,ServiceTest1
1614822840,100.0,100.0,85,226.36,ServiceTest1
1614822900,100.0,100.0,109,173.74,ServiceTest1
1614822960,100.0,100.0,55,256.67,ServiceTest1
1614823020,100.0,100.0,102,137.35,ServiceTest1
1614823080,100.0,100.0,107,277.3,ServiceTest1
1614823140,100.0,100.0,73,243.95,ServiceTest1
1614823200,100.0,100.0,43,343.07,ServiceTest1
1614823260,100.0,100.0,145,209.07,ServiceTest1
1614823320,100.0,100.0,127,21.94,ServiceTest1
1614823380,100.0,100.0,145,25.21,ServiceTest1
1614823440,100.0,100.0,121,22.17,ServiceTest1
1614823500,100.0,100.0,184,37.17,ServiceTest1
1614823560,100.0,100.0,150,37.47,ServiceTest1
1614823620,100.0,100.0,129,23.7,ServiceTest1
1614823680,100.0,100.0,50,39.68,ServiceTest1
1614823740,100.0,100.0,77,34.43,ServiceTest1
1614823800,61.82,63.63636363636363,55,22220.82,ServiceTest1
1614823860,0.0,0.0,23,60000.0,ServiceTest1
1614823920,0.0,0.0,22,60000.0,ServiceTest1
1614823980,0.0,0.0,19,60000.0,ServiceTest1
1614824040,0.0,0.0,26,60000.0,ServiceTest1
1614824100,0.0,2.0869565217391304,46,59221.56,ServiceTest1
1614824160,0.0,0.0,16,60000.0,ServiceTest1
1614824220,0.0,0.0,23,60000.0,ServiceTest1
1614824280,0.0,0.0,12,60000.0,ServiceTest1
1614824340,0.0,0.0,19,60000.0,ServiceTest1
1614824400,0.0,0.0,12,60000.0,ServiceTest1
1614824460,5.56,10.833333333333334,18,47692.94,ServiceTest1
1614824520,20.83,24.749999999999996,24,46767.96,ServiceTest1
1614824580,26.09,25.95652173913044,23,35143.96,ServiceTest1
1614824640,50.0,53.307692307692314,52,27752.96,ServiceTest1
1614824700,54.35,64.93478260869566,46,21876.67,ServiceTest1
1614824760,81.82,78.54545454545455,66,5266.64,ServiceTest1
1614824820,83.16,98.48421052631579,95,6442.18,ServiceTest1
1614824880,100.0,100.0,72,159.11,ServiceTest1
1614824940,100.0,100.0,114,106.77,ServiceTest1
1614825000,100.0,100.0,458,185.69,ServiceTest1
1614825060,100.0,100.0,153,126.95,ServiceTest1
1614825120,100.0,100.0,210,136.23,ServiceTest1
1614825180,100.0,100.0,185,116.86,ServiceTest1
1614825240,100.0,100.0,128,120.5,ServiceTest1
1614825300,100.0,100.0,102,161.92,ServiceTest1
1614825360,100.0,100.0,141,134.92,ServiceTest1
1614825420,100.0,100.0,87,55.85,ServiceTest1
1614825480,100.0,100.0,177,104.68,ServiceTest1
1614825540,100.0,100.0,119,86.5,ServiceTest1
1614825600,100.0,100.0,124,120.57,ServiceTest1
1614825660,100.0,100.0,48,95.33,ServiceTest1
1614825720,100.0,100.0,102,158.71,ServiceTest1
1614825780,100.0,100.0,67,80.67,ServiceTest1
1614825840,100.0,100.0,214,119.39,ServiceTest1
1614825900,100.0,100.0,148,127.25,ServiceTest1
1614825960,100.0,100.0,69,132.71,ServiceTest1
1614826020,100.0,100.0,57,146.04,ServiceTest1
1614826080,100.0,100.0,56,166.12,ServiceTest1
1614826140,100.0,100.0,87,69.14,ServiceTest1
1614826200,100.0,100.0,29,101.86,ServiceTest1
1614826260,100.0,100.0,65,51.02,ServiceTest1
1614826320,100.0,100.0,95,78.32,ServiceTest1
1614826380,100.0,100.0,101,104.23,ServiceTest1
1614826440,100.0,100.0,152,75.39,ServiceTest1
1614826500,100.0,100.0,124,102.27,ServiceTest1
1614826560,100.0,100.0,58,200.59,ServiceTest1
1614826620,100.0,100.0,83,128.76,ServiceTest1
1614826680,100.0,100.0,110,112.84,ServiceTest1
1614826740,100.0,100.0,80,133.44,ServiceTest1
1614826800,100.0,100.0,107,77.04,ServiceTest1
1614826860,100.0,100.0,134,176.18,ServiceTest1
1614826920,100.0,100.0,115,91.95,ServiceTest1
1614826980,100.0,100.0,45,87.67,ServiceTest1
1614827040,100.0,100.0,126,82.71,ServiceTest1
1614827100,100.0,100.0,145,113.85,ServiceTest1
1614827160,100.0,100.0,231,132.44,ServiceTest1
1614827220,100.0,100.0,70,124.5,ServiceTest1
1614827280,100.0,100.0,172,154.83,ServiceTest1
1614827340,100.0,100.0,153,121.69,ServiceTest1
1614827400,100.0,100.0,131,127.25,ServiceTest1
1614827460,100.0,100.0,79,162.25,ServiceTest1
1614827520,100.0,100.0,251,97.24,ServiceTest1
1614827580,100.0,100.0,96,44.09,ServiceTest1
1614827640,100.0,100.0,40,105.5,ServiceTest1
1614827700,100.0,100.0,115,127.35,ServiceTest1
1614827760,100.0,100.0,74,155.65,ServiceTest1
1614827820,100.0,100.0,126,120.14,ServiceTest1
1614827880,100.0,100.0,122,118.2,ServiceTest1
1614827940,100.0,100.0,61,83.56,ServiceTest1
1614828000,100.0,100.0,52,44.5,ServiceTest1
1614828060,100.0,100.0,46,117.22,ServiceTest1
1614828120,100.0,100.0,39,53.0,ServiceTest1
1614828180,100.0,100.0,41,113.98,ServiceTest1
1614828240,100.0,100.0,29,116.21,ServiceTest1
1614828300,100.0,100.0,117,136.25,ServiceTest1
1614828360,100.0,100.0,86,154.09,ServiceTest1
1614828420,100.0,100.0,44,69.55,ServiceTest1
1614828480,100.0,100.0,88,119.99,ServiceTest1
1614828540,100.0,100.0,111,109.63,ServiceTest1
1614828600,100.0,100.0,44,167.75,ServiceTest1
1614828660,100.0,100.0,123,134.15,ServiceTest1
1614828720,100.0,100.0,170,103.92,ServiceTest1
1614828780,100.0,100.0,174,99.0,ServiceTest1
1614828840,100.0,100.0,66,68.0,ServiceTest1
1614828900,100.0,100.0,81,82.33,ServiceTest1
1614828960,100.0,100.0,131,139.15,ServiceTest1
